Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager
24,No,Travel_Rarely,691,23,3,639,2,Male,4,1,Research Scientist,4,Married,Yes,3,2,3,3,6,4
26,No,Travel_Rarely,703,28,2,641,1,Male,3,2,Sales Executive,2,Married,No,4,4,5,4,5,4
24,No,Travel_Rarely,823,17,2,643,4,Male,2,1,Laboratory Technician,2,Married,No,4,4,2,3,1,0
50,No,Travel_Frequently,1246,3,3,644,1,Male,3,5,Manager,2,Married,No,3,3,2,3,32,7
25,No,Travel_Rarely,622,13,1,645,2,Male,3,1,Sales Representative,3,Married,No,3,3,1,3,7,6
24,Yes,Travel_Frequently,1287,7,3,647,1,Female,3,1,Laboratory Technician,3,Married,Yes,3,4,4,3,6,2
30,Yes,Travel_Frequently,448,12,4,648,2,Male,2,1,Sales Representative,1,Married,No,3,3,2,4,1,0
34,No,Travel_Rarely,254,1,2,649,2,Male,2,1,Research Scientist,4,Married,Yes,3,4,3,3,6,3
31,Yes,Travel_Rarely,1365,13,4,650,2,Male,3,2,Sales Executive,1,Divorced,No,3,3,2,1,3,2
35,No,Travel_Rarely,538,25,2,652,1,Male,2,2,Laboratory Technician,4,Single,No,3,4,3,3,3,2
31,No,Travel_Rarely,525,6,4,653,1,Male,4,2,Sales Executive,4,Divorced,No,4,4,4,4,7,7
27,No,Travel_Rarely,798,6,4,655,1,Female,2,1,Research Scientist,3,Divorced,No,3,3,5,2,5,3
37,No,Travel_Rarely,558,2,3,656,4,Male,3,2,Sales Executive,3,Married,Yes,3,3,3,2,3,0
20,No,Travel_Rarely,959,1,3,657,4,Female,2,1,Research Scientist,2,Single,No,3,4,0,4,1,0
42,No,Travel_Rarely,622,2,4,659,3,Female,3,2,Healthcare Representative,4,Married,No,3,2,4,3,10,2
43,No,Travel_Rarely,782,6,4,661,2,Male,2,4,Research Director,4,Divorced,Yes,3,3,3,2,1,0
38,No,Travel_Rarely,362,1,1,662,3,Female,3,1,Research Scientist,1,Single,No,3,4,3,2,0,0
43,No,Travel_Frequently,1001,9,5,663,4,Male,3,2,Laboratory Technician,3,Divorced,Yes,3,2,3,3,8,7
48,No,Travel_Rarely,1236,1,4,664,4,Female,2,4,Manager,1,Married,No,3,1,3,1,3,2
44,No,Travel_Rarely,1112,1,4,665,1,Female,2,2,Human Resources,3,Single,No,3,2,1,4,2,2
34,No,Travel_Rarely,204,14,3,666,3,Female,3,1,Sales Representative,3,Divorced,Yes,3,4,3,3,8,6
27,Yes,Travel_Rarely,1420,2,1,667,3,Male,3,1,Sales Representative,1,Divorced,No,3,2,3,3,4,2
21,No,Travel_Rarely,1343,22,1,669,3,Male,3,1,Sales Representative,3,Single,No,3,3,2,3,3,2
44,No,Travel_Rarely,1315,3,4,671,4,Male,3,5,Manager,4,Married,Yes,3,1,2,4,2,1
22,No,Travel_Rarely,604,6,1,675,1,Male,3,1,Research Scientist,3,Married,No,4,4,3,3,2,2
33,No,Travel_Rarely,1216,8,4,677,3,Male,3,2,Sales Executive,3,Divorced,No,3,4,3,3,5,2
32,No,Travel_Rarely,646,9,4,679,1,Female,3,2,Research Scientist,4,Married,Yes,3,4,2,2,6,5
30,No,Travel_Frequently,160,3,3,680,3,Female,3,1,Research Scientist,3,Divorced,No,4,3,2,3,1,0
53,No,Travel_Rarely,238,1,1,682,4,Female,3,2,Sales Executive,1,Single,No,4,4,2,4,14,10
34,No,Travel_Rarely,1397,1,5,683,2,Male,3,1,Research Scientist,4,Married,No,3,4,4,2,10,8
45,Yes,Travel_Frequently,306,26,4,684,1,Female,3,2,Sales Executive,1,Married,No,3,4,4,3,1,0
26,No,Travel_Rarely,991,6,3,686,3,Female,3,1,Laboratory Technician,4,Married,Yes,3,3,2,3,3,2
37,No,Travel_Rarely,482,3,3,689,3,Male,3,3,Manufacturing Director,3,Married,No,3,3,2,3,10,8
29,No,Travel_Rarely,1176,3,2,690,2,Female,3,2,Sales Executive,3,Married,No,3,1,5,2,6,2
35,No,Travel_Rarely,1017,6,4,691,2,Male,1,2,Research Scientist,4,Single,No,3,2,3,3,17,8
33,No,Travel_Frequently,1296,6,3,692,3,Male,3,2,Healthcare Representative,4,Divorced,No,4,3,2,1,13,7
54,No,Travel_Rarely,397,19,4,698,3,Male,3,3,Human Resources,2,Married,No,3,3,1,4,9,1
36,No,Travel_Rarely,913,9,2,699,2,Male,2,2,Manufacturing Director,2,Divorced,Yes,3,3,2,3,3,2
27,No,Travel_Rarely,1115,3,4,700,1,Male,2,1,Research Scientist,4,Single,No,3,4,0,3,4,1
20,Yes,Travel_Rarely,1362,10,1,701,4,Male,3,1,Research Scientist,3,Single,Yes,3,4,5,3,1,1
33,Yes,Travel_Frequently,1076,3,3,702,1,Male,3,1,Research Scientist,1,Single,Yes,3,1,3,3,10,7
35,No,Non-Travel,727,3,3,704,3,Male,2,1,Laboratory Technician,3,Married,No,3,3,3,3,1,0
23,No,Travel_Rarely,885,4,3,705,1,Male,4,1,Research Scientist,1,Married,No,3,1,3,4,3,2
25,No,Travel_Rarely,810,8,3,707,4,Male,4,2,Sales Executive,2,Married,No,4,3,4,3,3,2
38,No,Travel_Rarely,243,7,4,709,4,Female,2,2,Sales Executive,4,Single,No,4,1,2,3,7,5
29,No,Travel_Frequently,806,1,4,710,2,Male,1,1,Research Scientist,4,Divorced,No,3,4,5,3,10,8
48,No,Travel_Rarely,817,2,1,712,2,Male,4,2,Sales Executive,2,Married,No,3,4,3,3,2,2
27,No,Travel_Frequently,1410,3,1,714,4,Female,4,2,Sales Executive,4,Divorced,Yes,4,2,3,3,6,4
37,No,Travel_Rarely,1225,10,2,715,4,Male,4,1,Research Scientist,4,Single,No,3,1,2,3,1,0
50,No,Travel_Rarely,1207,28,1,716,4,Male,4,1,Laboratory Technician,3,Married,Yes,3,3,3,3,20,8
34,No,Travel_Rarely,1442,9,3,717,4,Female,2,3,Healthcare Representative,2,Single,No,3,2,3,4,8,7
24,Yes,Travel_Rarely,693,3,2,720,1,Female,3,2,Sales Executive,3,Single,No,3,1,3,3,2,0
39,No,Travel_Rarely,408,2,4,721,4,Female,2,2,Healthcare Representative,3,Single,No,3,1,4,3,20,10
32,No,Travel_Rarely,929,10,3,722,4,Male,3,2,Sales Executive,4,Single,No,3,4,2,2,10,8
50,Yes,Travel_Frequently,562,8,2,723,2,Male,3,2,Sales Executive,3,Married,Yes,3,1,4,3,4,3
38,No,Travel_Rarely,827,1,4,724,2,Female,4,2,Healthcare Representative,4,Single,No,3,3,4,2,9,8
27,No,Travel_Rarely,608,1,2,725,3,Female,3,3,Manufacturing Director,1,Married,No,3,4,3,3,9,7
32,No,Travel_Rarely,1018,3,2,727,3,Female,3,3,Research Director,4,Single,No,3,4,6,3,7,7
47,No,Travel_Rarely,703,14,4,728,4,Male,3,2,Sales Executive,1,Single,No,3,4,2,3,7,7
40,No,Travel_Frequently,580,5,4,729,4,Male,2,3,Sales Executive,1,Married,Yes,4,3,2,3,18,12
53,No,Travel_Rarely,970,7,3,730,3,Male,4,4,Research Director,3,Married,No,3,3,3,3,5,3
41,No,Travel_Rarely,427,10,4,731,2,Male,2,5,Manager,4,Divorced,No,3,2,2,2,21,6
60,No,Travel_Rarely,1179,16,4,732,1,Male,3,2,Sales Executive,1,Single,No,3,4,1,3,2,2
27,No,Travel_Frequently,294,10,2,733,4,Male,3,3,Manufacturing Director,1,Divorced,No,4,3,4,2,9,7
41,No,Travel_Rarely,314,1,3,734,4,Male,2,5,Manager,3,Married,No,3,2,3,3,22,10
50,No,Travel_Rarely,316,8,4,738,4,Male,3,1,Sales Representative,2,Married,No,3,4,2,3,2,2
28,Yes,Travel_Rarely,654,1,2,741,1,Female,1,1,Research Scientist,2,Single,Yes,3,4,4,3,7,7
36,No,Non-Travel,427,8,3,742,1,Female,4,3,Research Director,1,Married,No,3,1,2,3,8,5
38,No,Travel_Rarely,168,1,3,743,3,Female,3,3,Manufacturing Director,3,Single,Yes,3,4,4,4,1,0
44,No,Non-Travel,381,24,3,744,1,Male,1,1,Laboratory Technician,3,Single,No,3,3,5,3,5,4
47,No,Travel_Frequently,217,3,3,746,4,Female,3,4,Sales Executive,3,Divorced,Yes,3,4,2,2,22,13
30,No,Travel_Rarely,501,27,5,747,3,Male,3,2,Sales Executive,4,Divorced,No,4,4,2,2,8,7
29,No,Travel_Rarely,1396,10,3,749,3,Male,3,1,Sales Representative,3,Single,No,3,3,6,3,1,0
42,Yes,Travel_Frequently,933,19,3,752,3,Male,4,1,Research Scientist,3,Divorced,Yes,3,4,2,3,2,2
43,No,Travel_Frequently,775,15,3,754,4,Male,2,2,Sales Executive,4,Married,No,3,3,5,3,2,2
34,No,Travel_Rarely,970,8,2,757,2,Female,3,2,Healthcare Representative,3,Single,No,3,4,2,3,5,3
23,No,Travel_Rarely,650,9,1,758,2,Male,3,1,Laboratory Technician,1,Married,No,3,4,2,4,4,2
39,No,Travel_Rarely,141,3,3,760,3,Female,4,2,Human Resources,2,Married,No,3,3,3,1,8,6
56,No,Travel_Rarely,832,9,3,762,3,Male,3,4,Healthcare Representative,4,Married,No,3,3,1,2,10,1
40,No,Travel_Rarely,804,2,1,763,4,Female,2,1,Research Scientist,4,Single,Yes,4,4,2,2,4,3
27,No,Travel_Rarely,975,7,3,764,4,Female,2,2,Healthcare Representative,1,Single,No,3,1,2,1,7,7
29,No,Travel_Rarely,1090,10,3,766,4,Male,3,1,Sales Representative,2,Divorced,No,3,4,2,3,2,2
53,No,Travel_Rarely,346,6,3,769,4,Male,3,2,Laboratory Technician,4,Single,No,3,4,4,3,2,2
35,No,Non-Travel,1225,2,4,771,4,Female,3,2,Healthcare Representative,1,Divorced,No,3,1,2,4,1,0
32,No,Travel_Frequently,430,24,4,772,1,Male,3,2,Laboratory Technician,4,Married,No,3,4,2,3,10,7
38,No,Travel_Rarely,268,2,5,773,4,Male,3,1,Research Scientist,3,Married,Yes,3,2,0,1,1,1
34,No,Travel_Rarely,167,8,5,775,2,Female,3,2,Manufacturing Director,1,Divorced,No,3,3,3,3,0,0
52,No,Travel_Rarely,621,3,4,776,3,Male,2,4,Manager,1,Married,No,3,1,3,4,34,16
33,Yes,Travel_Rarely,527,1,4,780,4,Male,3,1,Research Scientist,4,Single,Yes,3,3,2,2,10,8
25,No,Travel_Rarely,883,26,1,781,3,Female,3,2,Sales Executive,4,Single,No,4,2,5,2,6,4
45,No,Travel_Rarely,954,2,2,783,2,Male,1,2,Sales Representative,3,Single,No,3,1,3,3,8,1
23,No,Travel_Rarely,310,10,1,784,1,Male,4,1,Research Scientist,3,Single,No,3,4,3,3,2,2
47,Yes,Travel_Frequently,719,27,2,785,2,Female,4,2,Sales Executive,3,Single,Yes,3,4,2,3,5,3
34,No,Travel_Rarely,304,2,3,786,4,Male,3,2,Sales Executive,4,Single,No,4,3,5,3,6,4
55,Yes,Travel_Rarely,725,2,3,787,4,Male,3,5,Manager,1,Married,Yes,3,4,2,3,5,4
36,No,Non-Travel,1434,8,4,789,1,Male,2,3,Sales Executive,1,Single,No,3,2,1,3,10,9
52,No,Non-Travel,715,19,4,791,4,Male,3,1,Research Scientist,4,Married,No,3,1,3,3,4,2
26,No,Travel_Frequently,575,1,2,792,1,Female,1,1,Laboratory Technician,4,Divorced,No,3,1,2,3,2,0
29,No,Travel_Rarely,657,27,3,793,2,Female,3,2,Healthcare Representative,3,Married,No,3,1,3,2,8,1
26,Yes,Travel_Rarely,1146,8,3,796,4,Male,2,2,Sales Executive,1,Single,No,3,3,2,2,4,2
34,No,Travel_Rarely,182,1,4,797,2,Female,4,1,Research Scientist,4,Single,No,3,3,2,3,4,3
54,No,Travel_Rarely,376,19,4,799,4,Female,3,2,Manufacturing Director,1,Divorced,Yes,3,2,4,3,5,4
27,No,Travel_Frequently,829,8,1,800,3,Male,3,2,Sales Executive,4,Married,No,3,2,3,3,4,1
37,No,Travel_Rarely,571,10,1,802,4,Female,3,1,Research Scientist,1,Divorced,Yes,3,2,3,2,5,3
38,No,Travel_Frequently,240,2,4,803,1,Female,4,2,Manufacturing Director,1,Single,Yes,3,4,2,3,15,12
34,No,Travel_Rarely,121,2,4,804,3,Female,2,1,Research Scientist,1,Single,No,3,3,3,3,6,3
35,No,Travel_Rarely,384,8,4,805,1,Female,3,1,Sales Representative,4,Married,No,3,2,1,2,3,2
30,No,Travel_Rarely,921,1,3,806,4,Male,1,1,Laboratory Technician,3,Married,No,4,3,2,3,2,2
40,No,Travel_Frequently,791,2,2,807,3,Female,4,2,Healthcare Representative,2,Married,No,4,4,2,3,8,7
34,No,Travel_Rarely,1111,8,2,808,3,Female,3,2,Sales Executive,1,Married,No,3,2,1,3,3,2
42,No,Travel_Frequently,570,8,3,809,2,Male,3,5,Manager,4,Divorced,No,3,2,4,2,24,9
23,Yes,Travel_Rarely,1243,6,3,811,3,Male,4,1,Laboratory Technician,1,Married,Yes,4,3,2,3,0,0
24,No,Non-Travel,1092,9,3,812,3,Male,2,1,Laboratory Technician,2,Divorced,No,3,3,4,3,1,0
52,No,Travel_Rarely,1325,11,4,813,4,Female,3,2,Laboratory Technician,3,Married,No,4,2,3,3,5,4
50,No,Travel_Rarely,691,2,3,815,3,Male,3,4,Research Director,3,Married,No,3,4,3,3,4,3
29,Yes,Travel_Rarely,805,1,2,816,2,Female,2,1,Laboratory Technician,1,Married,Yes,3,4,1,3,1,0
33,No,Travel_Rarely,213,7,3,817,3,Male,3,3,Research Director,3,Married,No,3,4,3,4,13,7
33,Yes,Travel_Rarely,118,16,3,819,1,Female,3,2,Sales Executive,1,Single,No,3,3,3,3,3,2
47,No,Travel_Rarely,202,2,2,820,3,Female,3,4,Manager,4,Married,Yes,3,3,3,2,26,0
36,No,Travel_Rarely,676,1,3,823,3,Female,3,2,Manufacturing Director,2,Married,No,3,1,2,3,9,5
29,No,Travel_Rarely,1252,23,2,824,3,Male,4,1,Research Scientist,3,Married,No,4,3,3,3,10,7
58,Yes,Travel_Rarely,286,2,4,825,4,Male,3,5,Research Director,2,Single,Yes,3,4,2,3,31,8
35,No,Travel_Rarely,1258,1,4,826,4,Female,4,1,Research Scientist,3,Single,No,3,3,0,3,2,2
42,No,Travel_Rarely,932,1,2,827,4,Female,2,2,Manufacturing Director,4,Married,Yes,3,4,4,3,4,2
28,Yes,Travel_Rarely,890,2,4,828,3,Male,3,1,Research Scientist,3,Single,No,3,4,3,2,2,1
36,No,Travel_Rarely,1041,13,3,829,3,Male,3,1,Human Resources,2,Married,No,3,2,2,3,5,4
32,No,Travel_Rarely,859,4,3,830,3,Female,2,2,Manufacturing Director,3,Married,No,3,3,3,3,14,8
40,No,Travel_Frequently,720,16,4,832,1,Male,2,2,Laboratory Technician,3,Single,No,3,4,6,3,1,0
30,No,Travel_Rarely,946,2,3,833,3,Female,2,2,Manufacturing Director,4,Single,Yes,4,2,4,2,0,0
45,No,Travel_Rarely,252,2,3,834,2,Female,2,1,Research Scientist,3,Single,No,3,4,3,3,1,0
42,No,Travel_Rarely,933,29,3,836,2,Male,3,2,Manufacturing Director,2,Married,No,3,4,3,2,9,8
38,No,Travel_Frequently,471,12,3,837,1,Male,2,2,Healthcare Representative,1,Divorced,No,3,3,3,2,4,2
34,No,Travel_Frequently,702,16,4,838,3,Female,2,1,Research Scientist,4,Single,No,3,3,3,3,5,3
49,Yes,Travel_Rarely,1184,11,3,840,3,Female,3,3,Sales Executive,4,Married,No,3,1,3,4,9,7
55,Yes,Travel_Rarely,436,2,1,842,3,Male,3,2,Sales Executive,4,Single,No,3,3,3,2,9,3
43,No,Travel_Rarely,589,14,2,843,2,Male,3,4,Research Director,1,Married,No,4,3,3,3,4,0
27,No,Travel_Rarely,269,5,1,844,3,Male,2,3,Research Director,4,Divorced,Yes,3,2,3,3,9,8
35,No,Travel_Rarely,950,7,3,845,3,Male,3,3,Manufacturing Director,3,Single,No,4,2,3,4,8,6
28,No,Travel_Rarely,760,2,4,846,2,Female,3,2,Sales Executive,2,Married,Yes,4,1,2,3,8,5
34,No,Travel_Rarely,829,3,2,847,3,Male,3,1,Human Resources,4,Married,No,3,3,1,1,3,2
26,Yes,Travel_Frequently,887,5,2,848,3,Female,2,1,Research Scientist,3,Married,Yes,3,1,2,3,8,7
27,No,Non-Travel,443,3,3,850,4,Male,3,1,Research Scientist,4,Married,No,3,3,6,2,0,0
51,No,Travel_Rarely,1318,26,4,851,1,Female,3,4,Manager,3,Married,No,3,3,2,2,20,17
44,No,Travel_Rarely,625,4,3,852,4,Male,3,2,Healthcare Representative,2,Single,No,3,4,2,2,5,3
25,No,Travel_Rarely,180,2,1,854,1,Male,4,1,Research Scientist,1,Single,No,3,3,3,2,4,1
33,No,Travel_Rarely,586,1,3,855,1,Male,4,2,Sales Executive,1,Divorced,No,4,1,5,3,9,8
35,No,Travel_Rarely,1343,27,1,856,3,Female,2,1,Research Scientist,1,Single,No,3,4,3,2,6,1
36,No,Travel_Rarely,928,1,2,857,2,Male,3,2,Sales Executive,4,Married,Yes,3,4,1,2,18,11
32,No,Travel_Rarely,117,13,4,859,2,Male,3,2,Sales Executive,4,Divorced,No,3,3,3,2,5,3
30,No,Travel_Frequently,1012,5,4,861,2,Male,2,1,Research Scientist,4,Divorced,No,3,2,3,2,5,3
53,No,Travel_Rarely,661,7,2,862,1,Female,2,3,Sales Executive,4,Married,Yes,3,4,3,3,5,4
45,No,Travel_Rarely,930,9,3,864,4,Male,3,3,Sales Executive,1,Divorced,Yes,3,3,2,3,5,2
32,No,Travel_Rarely,638,8,2,865,3,Female,4,2,Research Scientist,3,Married,No,3,3,3,2,5,3
52,No,Travel_Frequently,890,25,4,867,3,Female,2,4,Manufacturing Director,4,Married,No,4,3,3,3,9,0
37,No,Travel_Rarely,342,16,4,868,4,Male,2,2,Sales Executive,3,Divorced,No,3,4,2,3,1,0
28,No,Travel_Rarely,1169,8,2,869,2,Male,2,1,Human Resources,4,Divorced,No,3,4,6,3,5,4
22,No,Travel_Rarely,1230,1,2,872,4,Male,2,2,Manufacturing Director,4,Married,No,4,1,2,1,2,2
44,No,Travel_Rarely,986,8,4,874,1,Male,4,1,Laboratory Technician,4,Married,Yes,4,3,2,2,3,2
42,No,Travel_Frequently,1271,2,1,875,2,Male,3,1,Research Scientist,4,Single,Yes,3,4,2,3,2,2
36,No,Travel_Rarely,1278,8,3,878,1,Male,2,1,Human Resources,1,Married,No,4,3,3,3,5,3
25,No,Travel_Rarely,141,3,1,879,3,Male,3,2,Sales Executive,1,Married,Yes,3,4,3,3,5,3
35,No,Travel_Rarely,607,9,3,880,4,Female,2,3,Manufacturing Director,3,Married,Yes,4,2,2,3,17,15
35,Yes,Travel_Frequently,130,25,4,881,4,Female,3,1,Research Scientist,2,Divorced,Yes,3,1,3,2,10,8
32,No,Non-Travel,300,1,3,882,4,Male,3,1,Laboratory Technician,4,Divorced,No,3,2,2,3,3,2
25,No,Travel_Rarely,583,4,1,885,3,Male,2,2,Sales Executive,1,Married,No,3,1,1,4,5,3
49,No,Travel_Rarely,1418,1,3,887,3,Female,3,1,Research Scientist,1,Married,No,3,2,2,3,4,2
24,No,Non-Travel,1269,4,1,888,1,Male,2,1,Laboratory Technician,4,Married,No,3,4,2,2,5,4
32,No,Travel_Frequently,379,5,2,889,2,Male,3,2,Sales Executive,2,Married,No,3,4,3,3,10,3
38,No,Travel_Rarely,395,9,3,893,2,Male,2,1,Sales Representative,2,Married,No,3,4,3,3,2,2
42,No,Travel_Rarely,1265,3,3,894,3,Female,4,2,Laboratory Technician,4,Married,Yes,3,2,1,2,5,3
31,No,Travel_Rarely,1222,11,4,895,4,Male,3,1,Research Scientist,4,Married,Yes,3,2,2,3,6,2
29,Yes,Travel_Rarely,341,1,3,896,2,Female,2,1,Sales Representative,3,Divorced,Yes,3,3,3,3,3,2
53,No,Travel_Rarely,868,8,3,897,1,Male,3,4,Sales Executive,4,Married,No,3,3,3,3,2,2
35,No,Travel_Rarely,672,25,3,899,4,Male,2,3,Manufacturing Director,2,Married,No,3,1,2,3,13,8
37,No,Travel_Frequently,1231,21,2,900,3,Female,3,1,Sales Representative,4,Married,No,3,2,3,3,5,0
53,No,Travel_Rarely,102,23,4,901,4,Female,3,4,Research Director,4,Single,No,3,3,0,3,12,8
43,No,Travel_Frequently,422,1,3,902,4,Female,3,2,Healthcare Representative,4,Married,No,3,2,2,2,5,2
47,No,Travel_Rarely,249,2,2,903,3,Female,3,2,Sales Executive,4,Married,Yes,4,1,2,3,7,7
37,No,Non-Travel,1252,19,2,904,1,Male,3,3,Sales Executive,2,Single,Yes,3,4,2,3,10,9
50,No,Non-Travel,881,2,4,905,1,Male,3,4,Manager,1,Divorced,No,3,4,3,3,31,7
39,No,Travel_Rarely,1383,2,3,909,4,Female,2,2,Human Resources,4,Married,No,3,3,2,3,5,4
33,No,Travel_Rarely,1075,3,2,910,4,Male,3,1,Human Resources,2,Divorced,Yes,3,3,4,4,4,3
32,Yes,Travel_Rarely,374,25,4,911,1,Male,3,1,Laboratory Technician,4,Single,Yes,4,3,2,1,1,1
29,No,Travel_Rarely,1086,7,1,912,1,Female,2,1,Laboratory Technician,4,Divorced,No,3,3,5,3,4,3
44,No,Travel_Rarely,661,9,2,913,2,Male,3,1,Research Scientist,1,Married,Yes,3,4,0,3,8,1
28,No,Travel_Rarely,821,5,4,916,1,Male,3,2,Sales Executive,4,Single,No,3,2,3,3,4,2
58,Yes,Travel_Frequently,781,2,1,918,4,Male,2,1,Laboratory Technician,4,Divorced,Yes,3,4,3,2,1,0
43,No,Travel_Rarely,177,8,3,920,1,Female,3,2,Manufacturing Director,2,Divorced,No,4,3,2,4,1,0
20,Yes,Travel_Rarely,500,2,3,922,3,Female,2,1,Sales Representative,3,Single,No,3,4,3,2,2,2
21,Yes,Travel_Rarely,1427,18,1,923,4,Female,3,1,Research Scientist,4,Single,No,3,1,3,2,1,0
36,No,Travel_Rarely,1425,14,1,924,3,Male,3,2,Healthcare Representative,4,Married,Yes,3,1,2,2,16,11
47,No,Travel_Rarely,1454,2,4,925,4,Female,2,1,Sales Representative,4,Single,Yes,3,1,3,2,3,2
22,Yes,Travel_Rarely,617,3,1,926,2,Female,3,2,Manufacturing Director,3,Married,Yes,3,1,3,4,3,2
41,Yes,Travel_Rarely,1085,2,4,927,2,Female,1,1,Laboratory Technician,4,Divorced,Yes,3,3,1,2,7,0
28,No,Travel_Rarely,995,9,3,930,3,Female,3,1,Research Scientist,3,Divorced,No,3,2,2,3,2,2
39,Yes,Travel_Rarely,1122,6,3,932,4,Male,3,1,Laboratory Technician,1,Married,Yes,4,4,2,1,2,2
27,No,Travel_Rarely,618,4,3,933,2,Female,3,1,Research Scientist,3,Single,No,3,3,2,3,1,0
34,No,Travel_Rarely,546,10,3,934,2,Male,3,1,Laboratory Technician,2,Divorced,No,3,2,3,3,1,0
42,No,Travel_Rarely,462,14,2,936,3,Female,2,2,Sales Executive,3,Single,No,3,1,6,3,5,3
33,No,Travel_Rarely,1198,1,4,939,3,Male,2,1,Research Scientist,1,Single,Yes,3,2,1,3,3,2
58,No,Travel_Rarely,1272,5,3,940,3,Female,2,3,Healthcare Representative,2,Divorced,Yes,3,4,3,3,6,4
31,No,Travel_Rarely,154,7,4,941,2,Male,2,1,Sales Representative,3,Married,No,3,2,2,4,7,2
35,No,Travel_Rarely,1137,21,1,942,4,Female,3,2,Healthcare Representative,4,Married,Yes,4,4,2,1,10,7
49,No,Travel_Rarely,527,8,2,944,1,Female,3,3,Laboratory Technician,2,Married,No,3,3,3,2,26,7
48,No,Travel_Rarely,1469,20,4,945,4,Male,3,1,Research Scientist,3,Married,No,3,1,2,2,0,0
31,No,Non-Travel,1188,20,2,947,4,Female,3,2,Sales Executive,3,Married,No,3,4,2,2,9,0
36,No,Travel_Rarely,188,7,4,949,2,Male,3,1,Research Scientist,4,Single,No,3,3,6,3,6,1
38,No,Travel_Rarely,1333,1,3,950,4,Female,3,3,Research Director,1,Married,No,3,2,3,3,15,11
32,No,Non-Travel,1184,1,3,951,3,Female,2,1,Laboratory Technician,2,Married,No,4,3,3,3,3,2
25,Yes,Travel_Rarely,867,19,2,952,3,Male,2,1,Sales Representative,2,Married,Yes,3,3,2,3,1,0
40,No,Travel_Rarely,658,10,4,954,1,Male,2,3,Sales Executive,2,Divorced,No,3,2,2,2,1,0
26,No,Travel_Frequently,1283,1,3,956,3,Male,2,2,Sales Executive,1,Single,No,3,2,2,3,7,7
41,No,Travel_Rarely,263,6,3,957,4,Male,3,1,Laboratory Technician,1,Single,Yes,3,3,3,3,18,17
36,No,Travel_Rarely,938,2,4,958,3,Male,3,1,Laboratory Technician,3,Single,No,4,3,6,3,11,9
19,Yes,Travel_Rarely,419,21,3,959,4,Male,2,1,Sales Representative,2,Single,Yes,3,2,3,4,1,0
20,Yes,Travel_Rarely,129,4,3,960,1,Male,3,1,Laboratory Technician,1,Single,No,3,2,2,3,1,0
31,No,Travel_Rarely,616,12,3,961,4,Female,3,2,Healthcare Representative,4,Married,Yes,3,3,2,1,9,5
40,No,Travel_Frequently,1469,9,4,964,4,Male,3,1,Research Scientist,2,Divorced,Yes,3,4,2,3,1,0
32,No,Travel_Rarely,498,3,4,966,3,Female,3,2,Manufacturing Director,1,Married,No,3,3,2,4,8,3
36,Yes,Travel_Rarely,530,3,1,967,3,Male,2,3,Sales Executive,4,Married,Yes,3,1,6,3,16,7
33,No,Travel_Rarely,1069,1,3,969,2,Female,2,2,Healthcare Representative,4,Single,No,3,1,3,3,5,4
37,Yes,Travel_Rarely,625,1,4,970,1,Male,2,3,Sales Executive,3,Married,No,3,3,2,1,14,7
45,No,Non-Travel,805,4,2,972,3,Male,3,2,Laboratory Technician,2,Married,No,3,2,5,2,9,8
29,No,Travel_Frequently,1404,20,3,974,3,Female,3,1,Sales Representative,4,Married,No,3,2,5,3,3,2
35,No,Travel_Rarely,1219,18,3,975,3,Female,3,2,Sales Executive,3,Married,No,3,2,3,3,5,0
52,No,Travel_Rarely,1053,1,2,976,4,Male,3,4,Manager,4,Married,No,3,2,2,2,9,8
58,Yes,Travel_Rarely,289,2,3,977,4,Male,3,1,Research Scientist,3,Single,No,4,1,4,3,1,0
53,No,Travel_Rarely,1376,2,2,981,3,Male,3,4,Manager,3,Divorced,No,3,3,3,4,17,2
30,No,Travel_Rarely,231,8,2,982,3,Male,3,3,Sales Executive,3,Divorced,No,3,1,2,4,8,7
38,No,Non-Travel,152,10,3,983,3,Female,3,2,Sales Executive,4,Single,Yes,3,2,1,3,5,3
35,No,Travel_Rarely,882,3,4,984,4,Male,3,3,Sales Executive,4,Divorced,No,3,2,2,3,10,8
39,No,Travel_Rarely,903,2,5,985,1,Male,4,3,Sales Executive,3,Single,No,3,4,3,3,8,7
40,Yes,Non-Travel,1479,24,3,986,2,Female,4,4,Sales Executive,2,Single,Yes,3,4,2,2,1,0
47,No,Travel_Frequently,1379,16,4,987,3,Male,4,2,Manufacturing Director,3,Divorced,Yes,3,3,3,4,19,7
36,No,Non-Travel,1229,8,4,990,1,Male,3,2,Sales Executive,4,Divorced,No,3,4,3,3,7,7
31,Yes,Non-Travel,335,9,2,991,3,Male,2,1,Research Scientist,1,Single,Yes,4,1,0,3,3,2
33,No,Non-Travel,722,17,3,992,4,Male,3,4,Manager,3,Single,No,3,4,2,3,10,0
29,Yes,Travel_Rarely,906,10,3,994,4,Female,2,1,Research Scientist,1,Single,Yes,4,3,5,3,0,0
33,No,Travel_Rarely,461,13,1,995,2,Female,3,1,Research Scientist,4,Single,No,3,1,4,3,3,2
